"Source URL","GSC Status","Current Live Status","Current Destination","Classification","Intended Action","Target","Priority","Reason"
"https://toptenuae.com/best-diaper-bags-in-uae/","Page with redirect [2026-01-15]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/best-diaper-bags-in-uae","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/best-diaper-bags-uae","Soft 404 [2026-03-03]","HEAD 410; GET 410 (0 hops)","https://toptenuae.com/best-diaper-bags-uae","G — obsolete/deleted or unverified replacement","Keep the terminal 404/410; do not redirect without a real successor.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/best-diaper-bags-uae/","Soft 404 [2026-02-28]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/best-diaper-bags-uae","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/best-educational-toys-in-uae/","Not found (404) [2026-04-09]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/best-educational-toys-in-uae","B — valuable legacy URL with validated replacement","Add exact middleware 301; handle slash/host/case/tracking in the same decision.","/top-ten/best-educational-toys-uae","P0","Near-identical legacy slug and exact current educational-toys list intent."
"https://toptenuae.com/best-educational-toys-uae","Not found (404) [2026-03-13]","HEAD 301; GET 301→200 (1 hop)","https://toptenuae.com/top-ten/best-educational-toys-uae","A — intentional redirect and safe","Keep the one-hop redirect; remove any internal references to the legacy URL.","/top-ten/best-educational-toys-uae","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/best-educational-toys-uae/","Not found (404) [2026-03-19]","HEAD 308; GET 301→301→200 (2 hops)","https://toptenuae.com/top-ten/best-educational-toys-uae","C — redirect chain","Collapse normalization and exact legacy mapping into one middleware 301.","/top-ten/best-educational-toys-uae","P0","Current production path takes 2 redirects before a 200."
"https://toptenuae.com/best-electric-shaver-uae","Previous live validation [live-test-2026-09-13]","HEAD 301; GET 301→200 (1 hop)","https://toptenuae.com/top-ten/best-electric-shaver-uae","A — intentional redirect and safe","Keep the one-hop redirect; remove any internal references to the legacy URL.","/top-ten/best-electric-shaver-uae","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/best-electric-shaver-uae/","Not found (404) [2026-03-31] + Previous live validation [live-test-2026-09-13]","HEAD 308; GET 301→301→200 (2 hops)","https://toptenuae.com/top-ten/best-electric-shaver-uae","C — redirect chain","Collapse normalization and exact legacy mapping into one middleware 301.","/top-ten/best-electric-shaver-uae","P0","Current production path takes 2 redirects before a 200."
"https://toptenuae.com/best-potty-training-seats-and-chairs/","Excluded by noindex [2025-01-27]","HEAD 308; GET 301→404 (1 hop)","https://toptenuae.com/best-potty-training-seats-and-chairs","G — obsolete/deleted or unverified replacement","Return a direct 404/410 on the requested URL; remove the redirect to /404.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/best-wireless-earbuds-uae","Page with redirect [2026-09-05] + Previous live validation [live-test-2026-09-13]","HEAD 301; GET 301→200 (1 hop)","https://toptenuae.com/top-ten/best-wireless-earbuds-uae","A — intentional redirect and safe","Keep the one-hop redirect; remove any internal references to the legacy URL.","/top-ten/best-wireless-earbuds-uae","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/best-wireless-earbuds-uae/","Page with redirect [2026-09-05] + Previous live validation [live-test-2026-09-13]","HEAD 308; GET 301→301→200 (2 hops)","https://toptenuae.com/top-ten/best-wireless-earbuds-uae","C — redirect chain","Collapse normalization and exact legacy mapping into one middleware 301.","/top-ten/best-wireless-earbuds-uae","P0","Current production path takes 2 redirects before a 200."
"https://toptenuae.com/buying-guides","Discovered - currently not indexed [1970-01-01]","200","https://toptenuae.com/buying-guides","Legitimate indexable content","Keep 200/indexable; monitor and request crawl after internal-link reinforcement.","/buying-guides","P2","200, self-canonical, in sitemap; 3393 rendered words; 278 incoming anchors from the audited sitemap corpus; GSC crawl date is 1970-01-01."
"https://toptenuae.com/category/baby-kid/","Excluded by noindex [2025-01-29]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/baby-kid","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/buyers-guide/","Blocked by robots.txt [2026-04-04]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/buyers-guide","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/education","Blocked by robots.txt [2026-03-10]","410","https://toptenuae.com/category/education","G — obsolete/deleted or unverified replacement","Keep the terminal 404/410; do not redirect without a real successor.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/education/","Blocked by robots.txt [2026-03-17]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/education","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/home-garden/","Blocked by robots.txt [2026-05-15]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/home-garden","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/home-kitchen/dining/","Not found (404) [2026-06-03]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/home-kitchen/dining","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/how-to-guides/","Not found (404) [2026-07-02]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/how-to-guides","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/public-holidays-events","Blocked by robots.txt [2026-02-27]","410","https://toptenuae.com/category/public-holidays-events","G — obsolete/deleted or unverified replacement","Keep the terminal 404/410; do not redirect without a real successor.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/public-holidays-events/","Blocked by robots.txt [2026-03-12]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/public-holidays-events","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/tech/","Excluded by noindex [2025-01-27]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/tech","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/tech/audio/","Not found (404) [2026-06-19]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/tech/audio","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/tech/mobile-phone-accessories/","Not found (404) [2026-06-17]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/tech/mobile-phone-accessories","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/travel-tourism","Blocked by robots.txt [2026-02-26]","410","https://toptenuae.com/category/travel-tourism","G — obsolete/deleted or unverified replacement","Keep the terminal 404/410; do not redirect without a real successor.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/category/travel-tourism/","Blocked by robots.txt [2026-02-25]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/category/travel-tourism","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/charity-organizations-uae-donations","Not found (404) [2026-03-12]","HEAD 301; GET 301→200 (1 hop)","https://toptenuae.com/how-to-guides/charity-organizations-uae-donations","A — intentional redirect and safe","Keep the one-hop redirect; remove any internal references to the legacy URL.","/how-to-guides/charity-organizations-uae-donations","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/charity-organizations-uae-donations/","Not found (404) [2026-03-15]","HEAD 308; GET 301→301→200 (2 hops)","https://toptenuae.com/how-to-guides/charity-organizations-uae-donations","C — redirect chain","Collapse normalization and exact legacy mapping into one middleware 301.","/how-to-guides/charity-organizations-uae-donations","P0","Current production path takes 2 redirects before a 200."
"https://toptenuae.com/contact-us/","Crawled - currently not indexed [2026-03-20]","HEAD 308; GET 301→200 (1 hop)","https://toptenuae.com/contact-us","A — intentional redirect and safe","Use middleware as the sole slash normalizer so HEAD and GET consistently emit 301.","/contact-us","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/deals/kenwood-grill-xl-45l-hfp40-airfryer","Blocked by robots.txt [2026-03-01]","HEAD 302; GET 302→404 (1 hop)","https://toptenuae.com/404","B — valuable legacy URL with validated replacement","Add exact middleware 301 and a matching robots Allow exception so Google can crawl the redirect.","/reviews/kenwood-air-fryer-grill-xl","P0","Same Kenwood HFP40 Air Fryer & Grill XL product; live review exists."
"https://toptenuae.com/deals/latest","Blocked by robots.txt [2026-02-12]","HEAD 302; GET 302→404 (1 hop)","https://toptenuae.com/404","B — valuable legacy URL with validated replacement","Add exact middleware 301 and a matching robots Allow exception so Google can crawl the redirect.","/deals","P0","The live deals hub is the direct replacement for the obsolete latest-deals listing."
"https://toptenuae.com/deals/nutricook-extra-large-slim-xl-7l-air-fryer","Blocked by robots.txt [2026-03-02]","HEAD 302; GET 302→404 (1 hop)","https://toptenuae.com/404","B — valuable legacy URL with validated replacement","Add exact middleware 301 and a matching robots Allow exception so Google can crawl the redirect.","/reviews/nutricook-air-fryer-slim-xl","P0","Same Nutricook Slim XL product; live review exists."
"https://toptenuae.com/deals/samsung-galaxy-s25-ultra-deal-jan-2026","Blocked by robots.txt [2026-03-17]","HEAD 302; GET 302→404 (1 hop)","https://toptenuae.com/404","B — valuable legacy URL with validated replacement","Add exact middleware 301 and a matching robots Allow exception so Google can crawl the redirect.","/reviews/samsung-galaxy-s25-ultra-5g-uae-smartphone","P0","Same Samsung Galaxy S25 Ultra product; live review exists."
"https://toptenuae.com/deals/sony-wh-1000xm6-wireless-headphone/","Blocked by robots.txt [2026-03-02]","HEAD 308; GET 301→301→200 (2 hops)","https://toptenuae.com/reviews/sony-wh-1000xm6-wireless-headphone","B — valuable legacy URL with validated replacement","Add exact middleware 301 and a matching robots Allow exception so Google can crawl the redirect.","/reviews/sony-wh-1000xm6-wireless-headphone","P0","Same Sony WH-1000XM6 product; current route chains only because of slash normalization."
"https://toptenuae.com/deepseek-ai-revolutionary-data-retrieval-method","Not found (404) [2026-04-04]","404","https://toptenuae.com/deepseek-ai-revolutionary-data-retrieval-method","B — valuable legacy URL with validated replacement","Add exact middleware 301; handle slash/host/case/tracking in the same decision.","/how-to-guides/how-to-use-deepseek-ai-data-extraction-analysis","P0","Exact surviving DeepSeek guide consolidates the same search intent."
"https://toptenuae.com/deepseek-ai-revolutionary-data-retrieval-method/","Not found (404) [2026-03-29]","HEAD 308; GET 301→404 (1 hop)","https://toptenuae.com/deepseek-ai-revolutionary-data-retrieval-method","B — valuable legacy URL with validated replacement","Add exact middleware 301; handle slash/host/case/tracking in the same decision.","/how-to-guides/how-to-use-deepseek-ai-data-extraction-analysis","P0","Exact surviving DeepSeek guide consolidates the same search intent."
"https://toptenuae.com/deepseek-ai-revolutionary-data-retrieval-method/amp/","Blocked by robots.txt [2026-01-17]","HEAD 308; GET 301→302→404 (2 hops)","https://toptenuae.com/404","B — valuable legacy URL with validated replacement","Add exact middleware 301; handle slash/host/case/tracking in the same decision.","/how-to-guides/how-to-use-deepseek-ai-data-extraction-analysis","P0","Legacy AMP URL belongs to the same surviving DeepSeek guide."
"https://toptenuae.com/deepseek-ai-startup-disrupting-big-tech-with-innovation","Not found (404) [2026-07-20]","404","https://toptenuae.com/deepseek-ai-startup-disrupting-big-tech-with-innovation","B — valuable legacy URL with validated replacement","Add exact middleware 301; handle slash/host/case/tracking in the same decision.","/how-to-guides/how-to-use-deepseek-ai-data-extraction-analysis","P0","Exact surviving DeepSeek guide consolidates the same search intent."
"https://toptenuae.com/deepseek-ai-startup-disrupting-big-tech-with-innovation/","Not found (404) [2026-07-20]","HEAD 308; GET 301→404 (1 hop)","https://toptenuae.com/deepseek-ai-startup-disrupting-big-tech-with-innovation","B — valuable legacy URL with validated replacement","Add exact middleware 301; handle slash/host/case/tracking in the same decision.","/how-to-guides/how-to-use-deepseek-ai-data-extraction-analysis","P0","Exact surviving DeepSeek guide consolidates the same search intent."
"https://toptenuae.com/deepseek-ai-startup-disrupting-big-tech-with-innovation/amp","Crawled - currently not indexed [2026-01-15]","HEAD 302; GET 302→404 (1 hop)","https://toptenuae.com/404","B — valuable legacy URL with validated replacement","Add exact middleware 301; handle slash/host/case/tracking in the same decision.","/how-to-guides/how-to-use-deepseek-ai-data-extraction-analysis","P0","Legacy AMP URL belongs to the same surviving DeepSeek guide."
"https://toptenuae.com/deepseek-ai-startup-disrupting-big-tech-with-innovation/amp/","Crawled - currently not indexed [2026-01-15]","HEAD 308; GET 301→302→404 (2 hops)","https://toptenuae.com/404","B — valuable legacy URL with validated replacement","Add exact middleware 301; handle slash/host/case/tracking in the same decision.","/how-to-guides/how-to-use-deepseek-ai-data-extraction-analysis","P0","Legacy AMP URL belongs to the same surviving DeepSeek guide."
"https://toptenuae.com/eid-al-fitr-uae-prayer-timings-free-events","Not found (404) [2026-03-21]","HEAD 301; GET 301→200 (1 hop)","https://toptenuae.com/events-holidays/eid-al-fitr-uae-prayer-timings-free-events","A — intentional redirect and safe","Keep the one-hop redirect; remove any internal references to the legacy URL.","/events-holidays/eid-al-fitr-uae-prayer-timings-free-events","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/electric-shavers","Discovered - currently not indexed [1970-01-01]","200","https://toptenuae.com/electric-shavers","Legitimate indexable content","Keep 200/indexable; monitor and request crawl after internal-link reinforcement.","/electric-shavers","P2","200, self-canonical, in sitemap; 624 rendered words; 4 incoming anchors from the audited sitemap corpus; GSC crawl date is 1970-01-01."
"https://toptenuae.com/events-holidays/ramadan-2026","Not found (404) [2026-03-19]","HEAD 301; GET 301→200 (1 hop)","https://toptenuae.com/events-holidays/ramadan-2026-uae","A — intentional redirect and safe","Keep the one-hop redirect; remove any internal references to the legacy URL.","/events-holidays/ramadan-2026-uae","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/events-holidays/uae-holidays-2026/","Crawled - currently not indexed [2026-03-19]","HEAD 308; GET 301→200 (1 hop)","https://toptenuae.com/events-holidays/uae-holidays-2026","A — intentional redirect and safe","Use middleware as the sole slash normalizer so HEAD and GET consistently emit 301.","/events-holidays/uae-holidays-2026","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/favicon.ico","Not found (404) [2026-05-22]","404","https://toptenuae.com/favicon.ico","F — referenced asset should exist","Add a valid favicon.ico or remove the broken favicon reference.","/favicon.ico","P1","BaseLayout links /favicon.ico on every page, but production returns 404."
"https://toptenuae.com/feed/","Blocked by robots.txt [2026-05-10]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/feed","G — obsolete/deleted or unverified replacement","Return the intended 404/410 directly without a slash-normalization hop.","","P3","No validated current page with the same content/search intent was found."
"https://toptenuae.com/finance-tools/zakat-calculator/","Crawled - currently not indexed [2026-03-20]","HEAD 308; GET 301→200 (1 hop)","https://toptenuae.com/finance-tools/zakat-calculator","A — intentional redirect and safe","Use middleware as the sole slash normalizer so HEAD and GET consistently emit 301.","/finance-tools/zakat-calculator","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/free-eid-events-festive-activities-uae/","Not found (404) [2026-03-14]","HEAD 308; GET 301→410 (1 hop)","https://toptenuae.com/free-eid-events-festive-activities-uae","G — obsolete/deleted or unverified replacement","Keep terminal status until historical-content equivalence is proven; do not redirect speculatively.","","P3","A broad topical page exists, but evidence is insufficient to prove it is a direct replacement."
"https://toptenuae.com/gaming-consoles","Discovered - currently not indexed [1970-01-01]","200","https://toptenuae.com/gaming-consoles","Legitimate indexable content","Add contextual internal links from relevant hubs/lists; enrich if commercially important; then request crawl.","/gaming-consoles","P2","200, self-canonical, in sitemap; 252 rendered words; 0 incoming anchors from the audited sitemap corpus; GSC crawl date is 1970-01-01."
"https://toptenuae.com/home-kitchen","Discovered - currently not indexed [1970-01-01]","200","https://toptenuae.com/home-kitchen","Legitimate indexable content","Add contextual internal links from relevant hubs/lists; enrich if commercially important; then request crawl.","/home-kitchen","P2","200, self-canonical, in sitemap; 263 rendered words; 0 incoming anchors from the audited sitemap corpus; GSC crawl date is 1970-01-01."
"https://toptenuae.com/how-to-clean-washing-machine","Redirect error [2026-05-31]","HEAD 301; GET 301→200 (1 hop)","https://toptenuae.com/how-to-guides/how-to-clean-washing-machine","A — now intentional and safe","No redirect change; request GSC validation and monitor.","/how-to-guides/how-to-clean-washing-machine","P0","The historical GSC error is stale relative to the current one-hop live result."
"https://toptenuae.com/how-to-clean-washing-machine/","Soft 404 [2026-03-07]","HEAD 301; GET 301→200 (1 hop)","https://toptenuae.com/how-to-guides/how-to-clean-washing-machine","A — intentional redirect and safe","Keep the one-hop redirect; remove any internal references to the legacy URL.","/how-to-guides/how-to-clean-washing-machine","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
"https://toptenuae.com/how-to-guides/","Crawled - currently not indexed [2026-03-17]","HEAD 308; GET 301→200 (1 hop)","https://toptenuae.com/how-to-guides","A — intentional redirect and safe","Use middleware as the sole slash normalizer so HEAD and GET consistently emit 301.","/how-to-guides","P1","One redirect reaches a 200 self-canonical destination; GSC “Page with redirect” is expected."
